"","commarea","year","crash_type","crashes","injuries_total","injuries_fatal","injuries_incapacitating","injuries_non_incapacitating","injuries_reported_not_evident"
"1821","WASHINGTON PARK","2009","PEDALCYCLIST",4,4,0,0,1,3
"1822","WASHINGTON PARK","2009","PEDESTRIAN",27,29,0,7,11,11
"1823","WASHINGTON PARK","2009","Vehicle/Other",462,169,3,24,89,56
"1824","WASHINGTON PARK","2010","PEDALCYCLIST",6,6,0,0,4,2
"1825","WASHINGTON PARK","2010","PEDESTRIAN",21,20,1,5,8,7
"1826","WASHINGTON PARK","2010","Vehicle/Other",399,112,0,11,56,45
"1827","WASHINGTON PARK","2011","PEDALCYCLIST",5,4,0,0,1,3
"1828","WASHINGTON PARK","2011","PEDESTRIAN",15,14,2,0,10,4
"1829","WASHINGTON PARK","2011","Vehicle/Other",368,126,0,14,51,61
"1830","WASHINGTON PARK","2012","PEDALCYCLIST",2,2,0,0,2,0
"1831","WASHINGTON PARK","2012","PEDESTRIAN",20,23,0,4,13,6
"1832","WASHINGTON PARK","2012","Vehicle/Other",319,108,0,13,56,39
"1833","WASHINGTON PARK","2013","PEDALCYCLIST",6,6,0,0,2,4
"1834","WASHINGTON PARK","2013","PEDESTRIAN",25,23,0,3,12,8
"1835","WASHINGTON PARK","2013","Vehicle/Other",319,95,2,10,46,39
"1836","WASHINGTON PARK","2014","PEDALCYCLIST",3,3,0,0,3,0
"1837","WASHINGTON PARK","2014","PEDESTRIAN",11,12,0,2,8,2
"1838","WASHINGTON PARK","2014","Vehicle/Other",333,92,0,8,43,41
"1839","WASHINGTON PARK","2015","PEDALCYCLIST",6,6,0,0,4,2
"1840","WASHINGTON PARK","2015","PEDESTRIAN",12,11,0,3,6,2
"1841","WASHINGTON PARK","2015","Vehicle/Other",372,87,1,7,39,41
"1842","WASHINGTON PARK","2016","PEDALCYCLIST",2,2,0,0,2,0
"1843","WASHINGTON PARK","2016","PEDESTRIAN",13,13,0,4,3,6
"1844","WASHINGTON PARK","2016","Vehicle/Other",452,136,0,13,62,61
"1845","WASHINGTON PARK","2017","PEDALCYCLIST",5,5,0,0,4,1
"1846","WASHINGTON PARK","2017","PEDESTRIAN",20,22,0,5,11,6
"1847","WASHINGTON PARK","2017","Vehicle/Other",481,168,1,8,85,75
"1848","WEST ELSDON","2009","PEDALCYCLIST",4,4,0,0,2,2
"1849","WEST ELSDON","2009","PEDESTRIAN",12,12,0,1,9,2
"1850","WEST ELSDON","2009","Vehicle/Other",464,82,0,1,38,43
"1851","WEST ELSDON","2010","PEDALCYCLIST",8,8,0,1,4,3
"1852","WEST ELSDON","2010","PEDESTRIAN",12,14,0,2,9,3
"1853","WEST ELSDON","2010","Vehicle/Other",435,83,0,3,42,38
"1854","WEST ELSDON","2011","PEDALCYCLIST",7,7,0,1,5,1
"1855","WEST ELSDON","2011","PEDESTRIAN",14,14,0,1,11,2
"1856","WEST ELSDON","2011","Vehicle/Other",402,85,0,7,29,49
"1857","WEST ELSDON","2012","PEDALCYCLIST",5,4,0,0,4,0
"1858","WEST ELSDON","2012","PEDESTRIAN",12,12,0,0,5,7
"1859","WEST ELSDON","2012","Vehicle/Other",439,89,1,10,34,45
"1860","WEST ELSDON","2013","PEDALCYCLIST",7,6,0,1,3,2
"1861","WEST ELSDON","2013","PEDESTRIAN",7,7,0,1,4,2
"1862","WEST ELSDON","2013","Vehicle/Other",420,67,0,3,23,41
"1863","WEST ELSDON","2014","PEDALCYCLIST",5,5,0,1,4,0
"1864","WEST ELSDON","2014","PEDESTRIAN",7,9,0,0,5,4
"1865","WEST ELSDON","2014","Vehicle/Other",425,72,0,5,25,42
"1866","WEST ELSDON","2015","PEDALCYCLIST",7,6,0,0,4,2
"1867","WEST ELSDON","2015","PEDESTRIAN",13,14,0,3,6,5
"1868","WEST ELSDON","2015","Vehicle/Other",444,77,0,3,33,41
"1869","WEST ELSDON","2016","PEDALCYCLIST",3,3,0,0,2,1
"1870","WEST ELSDON","2016","PEDESTRIAN",11,11,0,3,5,3
"1871","WEST ELSDON","2016","Vehicle/Other",513,56,1,8,33,15
"1872","WEST ELSDON","2017","PEDALCYCLIST",9,8,0,1,5,2
"1873","WEST ELSDON","2017","PEDESTRIAN",7,7,0,3,3,1
"1874","WEST ELSDON","2017","Vehicle/Other",505,93,1,7,45,41
"1875","WEST ENGLEWOOD","2009","PEDALCYCLIST",10,9,0,1,4,4
"1876","WEST ENGLEWOOD","2009","PEDESTRIAN",66,70,0,10,36,24
"1877","WEST ENGLEWOOD","2009","Vehicle/Other",1064,341,6,32,174,135
"1878","WEST ENGLEWOOD","2010","PEDALCYCLIST",18,19,0,3,5,11
"1879","WEST ENGLEWOOD","2010","PEDESTRIAN",51,56,1,8,31,17
"1880","WEST ENGLEWOOD","2010","Vehicle/Other",974,335,1,26,155,154
"1881","WEST ENGLEWOOD","2011","PEDALCYCLIST",10,9,0,2,4,3
"1882","WEST ENGLEWOOD","2011","PEDESTRIAN",61,63,1,11,34,18
"1883","WEST ENGLEWOOD","2011","Vehicle/Other",938,314,1,21,131,162
"1884","WEST ENGLEWOOD","2012","PEDALCYCLIST",10,9,0,0,5,4
"1885","WEST ENGLEWOOD","2012","PEDESTRIAN",41,57,0,6,19,32
"1886","WEST ENGLEWOOD","2012","Vehicle/Other",775,274,2,28,145,101
"1887","WEST ENGLEWOOD","2013","PEDALCYCLIST",13,13,0,2,4,7
"1888","WEST ENGLEWOOD","2013","PEDESTRIAN",49,49,0,11,24,14
"1889","WEST ENGLEWOOD","2013","Vehicle/Other",837,266,2,32,120,114
"1890","WEST ENGLEWOOD","2014","PEDALCYCLIST",13,12,0,2,6,4
"1891","WEST ENGLEWOOD","2014","PEDESTRIAN",47,49,2,7,31,11
"1892","WEST ENGLEWOOD","2014","Vehicle/Other",901,268,2,24,136,108
"1893","WEST ENGLEWOOD","2015","PEDALCYCLIST",10,8,1,4,3,1
"1894","WEST ENGLEWOOD","2015","PEDESTRIAN",68,63,2,12,36,15
"1895","WEST ENGLEWOOD","2015","Vehicle/Other",953,322,0,48,152,122
"1896","WEST ENGLEWOOD","2016","PEDALCYCLIST",13,13,0,3,10,0
"1897","WEST ENGLEWOOD","2016","PEDESTRIAN",38,37,2,4,20,13
"1898","WEST ENGLEWOOD","2016","Vehicle/Other",1093,326,0,54,154,118
"1899","WEST ENGLEWOOD","2017","PEDALCYCLIST",20,20,0,5,15,0
"1900","WEST ENGLEWOOD","2017","PEDESTRIAN",44,47,2,4,33,10
"1901","WEST ENGLEWOOD","2017","Vehicle/Other",1043,312,1,35,170,107
"1902","WEST ENGLEWOOD",NA,"Vehicle/Other",1,0,0,0,0,0
"1903","WEST GARFIELD PARK","2009","PEDALCYCLIST",5,5,0,1,3,1
"1904","WEST GARFIELD PARK","2009","PEDESTRIAN",47,50,0,5,29,16
"1905","WEST GARFIELD PARK","2009","Vehicle/Other",898,314,4,33,148,133
"1906","WEST GARFIELD PARK","2010","PEDALCYCLIST",16,16,0,1,10,5
"1907","WEST GARFIELD PARK","2010","PEDESTRIAN",39,40,0,6,16,18
"1908","WEST GARFIELD PARK","2010","Vehicle/Other",929,326,2,36,177,113
"1909","WEST GARFIELD PARK","2011","PEDALCYCLIST",9,8,0,0,5,3
"1910","WEST GARFIELD PARK","2011","PEDESTRIAN",58,58,0,6,33,19
"1911","WEST GARFIELD PARK","2011","Vehicle/Other",851,270,0,25,122,123
"1912","WEST GARFIELD PARK","2012","PEDALCYCLIST",7,6,0,0,2,4
"1913","WEST GARFIELD PARK","2012","PEDESTRIAN",53,50,2,8,30,12
"1914","WEST GARFIELD PARK","2012","Vehicle/Other",849,246,0,16,142,88
"1915","WEST GARFIELD PARK","2013","PEDALCYCLIST",13,12,0,0,8,4
"1916","WEST GARFIELD PARK","2013","PEDESTRIAN",44,44,0,8,23,13
"1917","WEST GARFIELD PARK","2013","Vehicle/Other",866,321,3,27,142,152
"1918","WEST GARFIELD PARK","2014","PEDALCYCLIST",13,12,0,0,9,3
"1919","WEST GARFIELD PARK","2014","PEDESTRIAN",43,38,1,7,24,7
"1920","WEST GARFIELD PARK","2014","Vehicle/Other",963,385,5,48,166,171
"1921","WEST GARFIELD PARK","2015","PEDALCYCLIST",15,14,0,1,10,3
"1922","WEST GARFIELD PARK","2015","PEDESTRIAN",50,53,1,11,32,10
"1923","WEST GARFIELD PARK","2015","Vehicle/Other",1068,398,1,45,208,145
"1924","WEST GARFIELD PARK","2016","PEDALCYCLIST",9,7,1,3,3,1
"1925","WEST GARFIELD PARK","2016","PEDESTRIAN",45,45,0,3,24,18
"1926","WEST GARFIELD PARK","2016","Vehicle/Other",1122,339,4,28,164,147
"1927","WEST GARFIELD PARK","2017","PEDALCYCLIST",10,9,0,3,3,3
"1928","WEST GARFIELD PARK","2017","PEDESTRIAN",47,45,1,5,34,6
"1929","WEST GARFIELD PARK","2017","Vehicle/Other",1232,396,0,34,210,152
"1930","WEST GARFIELD PARK",NA,"Vehicle/Other",1,0,0,0,0,0
"1931","WEST LAWN","2009","PEDALCYCLIST",12,12,0,1,4,7
"1932","WEST LAWN","2009","PEDESTRIAN",19,20,0,4,10,6
"1933","WEST LAWN","2009","Vehicle/Other",801,165,1,13,66,86
"1934","WEST LAWN","2010","PEDALCYCLIST",4,4,0,0,1,3
"1935","WEST LAWN","2010","PEDESTRIAN",17,24,0,10,11,3
"1936","WEST LAWN","2010","Vehicle/Other",816,194,1,8,68,118
"1937","WEST LAWN","2011","PEDALCYCLIST",7,8,0,1,4,3
"1938","WEST LAWN","2011","PEDESTRIAN",20,21,0,5,7,9
"1939","WEST LAWN","2011","Vehicle/Other",736,138,0,6,60,72
"1940","WEST LAWN","2012","PEDALCYCLIST",10,7,0,0,2,5
"1941","WEST LAWN","2012","PEDESTRIAN",16,16,0,3,8,5
"1942","WEST LAWN","2012","Vehicle/Other",758,146,1,8,70,68
"1943","WEST LAWN","2013","PEDALCYCLIST",8,7,0,0,5,2
"1944","WEST LAWN","2013","PEDESTRIAN",21,20,0,2,10,8
"1945","WEST LAWN","2013","Vehicle/Other",795,121,0,14,56,51
"1946","WEST LAWN","2014","PEDALCYCLIST",8,5,0,1,3,1
"1947","WEST LAWN","2014","PEDESTRIAN",17,17,0,4,9,4
"1948","WEST LAWN","2014","Vehicle/Other",845,156,0,14,72,70
"1949","WEST LAWN","2015","PEDALCYCLIST",10,10,0,3,4,3
"1950","WEST LAWN","2015","PEDESTRIAN",17,18,0,0,7,11
"1951","WEST LAWN","2015","Vehicle/Other",974,143,0,10,73,60
"1952","WEST LAWN","2016","PEDALCYCLIST",8,5,0,0,1,4
"1953","WEST LAWN","2016","PEDESTRIAN",15,14,0,2,7,5
"1954","WEST LAWN","2016","Vehicle/Other",1046,139,0,10,75,54
"1955","WEST LAWN","2017","PEDALCYCLIST",6,6,0,4,0,2
"1956","WEST LAWN","2017","PEDESTRIAN",18,18,0,6,10,2
"1957","WEST LAWN","2017","Vehicle/Other",986,185,3,23,89,73
"1958","WEST LAWN",NA,"Vehicle/Other",1,0,0,0,0,0
"1959","WEST PULLMAN","2009","PEDALCYCLIST",5,5,0,0,1,4
"1960","WEST PULLMAN","2009","PEDESTRIAN",16,18,0,3,11,4
"1961","WEST PULLMAN","2009","Vehicle/Other",502,179,0,10,118,51
"1962","WEST PULLMAN","2010","PEDALCYCLIST",7,8,0,1,4,3
"1963","WEST PULLMAN","2010","PEDESTRIAN",29,30,1,5,17,8
"1964","WEST PULLMAN","2010","Vehicle/Other",472,181,1,18,103,60
"1965","WEST PULLMAN","2011","PEDALCYCLIST",7,6,0,0,4,2
"1966","WEST PULLMAN","2011","PEDESTRIAN",20,21,1,2,11,8
"1967","WEST PULLMAN","2011","Vehicle/Other",446,127,0,8,69,50
"1968","WEST PULLMAN","2012","PEDALCYCLIST",5,6,0,1,1,4
"1969","WEST PULLMAN","2012","PEDESTRIAN",18,19,0,2,13,4
"1970","WEST PULLMAN","2012","Vehicle/Other",405,147,0,15,80,52
"1971","WEST PULLMAN","2013","PEDALCYCLIST",8,7,0,0,3,4
"1972","WEST PULLMAN","2013","PEDESTRIAN",21,19,0,0,14,5
"1973","WEST PULLMAN","2013","Vehicle/Other",428,121,0,10,64,47
"1974","WEST PULLMAN","2014","PEDALCYCLIST",6,6,0,2,3,1
"1975","WEST PULLMAN","2014","PEDESTRIAN",12,12,0,3,5,4
"1976","WEST PULLMAN","2014","Vehicle/Other",440,125,2,9,68,48
"1977","WEST PULLMAN","2015","PEDALCYCLIST",3,3,0,1,1,1
"1978","WEST PULLMAN","2015","PEDESTRIAN",11,10,1,3,6,1
"1979","WEST PULLMAN","2015","Vehicle/Other",542,147,0,11,75,61
"1980","WEST PULLMAN","2016","PEDALCYCLIST",3,4,0,0,3,1
"1981","WEST PULLMAN","2016","PEDESTRIAN",13,13,0,1,6,6
"1982","WEST PULLMAN","2016","Vehicle/Other",573,165,3,16,77,72
"1983","WEST PULLMAN","2017","PEDALCYCLIST",3,3,0,0,2,1
"1984","WEST PULLMAN","2017","PEDESTRIAN",20,20,0,2,14,4
"1985","WEST PULLMAN","2017","Vehicle/Other",586,179,1,16,81,82
"1986","WEST RIDGE","2009","PEDALCYCLIST",32,31,1,5,12,14
"1987","WEST RIDGE","2009","PEDESTRIAN",49,49,2,8,24,17
"1988","WEST RIDGE","2009","Vehicle/Other",1440,217,1,8,93,116
"1989","WEST RIDGE","2010","PEDALCYCLIST",25,23,1,3,11,9
"1990","WEST RIDGE","2010","PEDESTRIAN",51,53,1,6,28,19
"1991","WEST RIDGE","2010","Vehicle/Other",1373,188,1,11,90,87
"1992","WEST RIDGE","2011","PEDALCYCLIST",29,27,0,0,15,12
"1993","WEST RIDGE","2011","PEDESTRIAN",40,46,1,6,27,13
"1994","WEST RIDGE","2011","Vehicle/Other",1278,195,2,24,89,82
"1995","WEST RIDGE","2012","PEDALCYCLIST",30,28,0,6,15,7
"1996","WEST RIDGE","2012","PEDESTRIAN",43,40,3,5,22,13
"1997","WEST RIDGE","2012","Vehicle/Other",1365,226,0,17,128,81
"1998","WEST RIDGE","2013","PEDALCYCLIST",47,47,0,7,30,10
"1999","WEST RIDGE","2013","PEDESTRIAN",50,53,1,11,34,8
"2000","WEST RIDGE","2013","Vehicle/Other",1386,223,0,14,116,93
"2001","WEST RIDGE","2014","PEDALCYCLIST",37,36,0,5,24,7
"2002","WEST RIDGE","2014","PEDESTRIAN",55,53,0,12,31,10
"2003","WEST RIDGE","2014","Vehicle/Other",1448,222,0,12,125,85
"2004","WEST RIDGE","2015","PEDALCYCLIST",31,30,0,2,18,10
"2005","WEST RIDGE","2015","PEDESTRIAN",50,49,1,8,30,11
"2006","WEST RIDGE","2015","Vehicle/Other",1471,193,1,23,95,75
"2007","WEST RIDGE","2016","PEDALCYCLIST",35,35,0,3,17,15
"2008","WEST RIDGE","2016","PEDESTRIAN",50,51,1,6,26,19
"2009","WEST RIDGE","2016","Vehicle/Other",1498,210,1,15,100,95
"2010","WEST RIDGE","2017","PEDALCYCLIST",29,32,0,4,25,3
"2011","WEST RIDGE","2017","PEDESTRIAN",67,66,0,8,43,15
"2012","WEST RIDGE","2017","Vehicle/Other",1605,230,0,23,131,76
"2013","WEST TOWN","2009","PEDALCYCLIST",128,118,0,12,51,55
"2014","WEST TOWN","2009","PEDESTRIAN",97,102,1,23,32,47
"2015","WEST TOWN","2009","Vehicle/Other",2891,421,4,67,217,137
"2016","WEST TOWN","2010","PEDALCYCLIST",154,151,0,19,86,46
"2017","WEST TOWN","2010","PEDESTRIAN",104,104,1,14,49,41
"2018","WEST TOWN","2010","Vehicle/Other",3072,452,3,53,225,174
"2019","WEST TOWN","2011","PEDALCYCLIST",120,112,0,13,59,40
"2020","WEST TOWN","2011","PEDESTRIAN",82,83,0,16,40,27
"2021","WEST TOWN","2011","Vehicle/Other",3014,504,3,41,279,184
"2022","WEST TOWN","2012","PEDALCYCLIST",146,142,1,15,73,54
"2023","WEST TOWN","2012","PEDESTRIAN",92,89,1,14,51,24
"2024","WEST TOWN","2012","Vehicle/Other",3000,488,2,46,283,159
"2025","WEST TOWN","2013","PEDALCYCLIST",150,139,0,15,88,36
"2026","WEST TOWN","2013","PEDESTRIAN",84,84,0,19,48,17
"2027","WEST TOWN","2013","Vehicle/Other",2929,466,2,41,233,192
"2028","WEST TOWN","2014","PEDALCYCLIST",156,148,0,12,92,44
"2029","WEST TOWN","2014","PEDESTRIAN",91,83,5,19,45,19
"2030","WEST TOWN","2014","Vehicle/Other",2971,504,5,48,281,175
"2031","WEST TOWN","2015","PEDALCYCLIST",174,170,0,14,104,52
"2032","WEST TOWN","2015","PEDESTRIAN",106,107,0,23,54,30
"2033","WEST TOWN","2015","Vehicle/Other",3249,564,4,79,272,213
"2034","WEST TOWN","2016","PEDALCYCLIST",158,150,1,15,83,52
"2035","WEST TOWN","2016","PEDESTRIAN",91,92,0,7,46,39
"2036","WEST TOWN","2016","Vehicle/Other",3445,560,0,62,280,218
"2037","WEST TOWN","2017","PEDALCYCLIST",118,111,2,13,66,32
"2038","WEST TOWN","2017","PEDESTRIAN",100,100,1,17,58,25
"2039","WEST TOWN","2017","Vehicle/Other",3499,576,2,39,306,231
"2040","WEST TOWN",NA,"PEDALCYCLIST",1,0,0,0,0,0
"2041","WOODLAWN","2009","PEDALCYCLIST",13,14,0,2,5,7
"2042","WOODLAWN","2009","PEDESTRIAN",33,35,0,1,13,21
"2043","WOODLAWN","2009","Vehicle/Other",545,226,2,21,72,133
"2044","WOODLAWN","2010","PEDALCYCLIST",5,5,0,0,2,3
"2045","WOODLAWN","2010","PEDESTRIAN",26,32,0,4,20,8
"2046","WOODLAWN","2010","Vehicle/Other",539,204,0,10,80,114
"2047","WOODLAWN","2011","PEDALCYCLIST",7,6,0,0,4,2
"2048","WOODLAWN","2011","PEDESTRIAN",35,35,1,2,23,10
"2049","WOODLAWN","2011","Vehicle/Other",495,155,0,10,87,58
"2050","WOODLAWN","2012","PEDALCYCLIST",5,4,0,0,3,1
"2051","WOODLAWN","2012","PEDESTRIAN",26,26,1,4,13,9
"2052","WOODLAWN","2012","Vehicle/Other",514,161,1,7,89,65
"2053","WOODLAWN","2013","PEDALCYCLIST",1,1,0,1,0,0
"2054","WOODLAWN","2013","PEDESTRIAN",23,21,0,2,11,8
"2055","WOODLAWN","2013","Vehicle/Other",541,173,3,6,97,70
"2056","WOODLAWN","2014","PEDALCYCLIST",12,11,0,0,5,6
"2057","WOODLAWN","2014","PEDESTRIAN",22,23,0,2,15,6
"2058","WOODLAWN","2014","Vehicle/Other",580,174,0,13,79,82
"2059","WOODLAWN","2015","PEDALCYCLIST",6,6,0,1,4,1
"2060","WOODLAWN","2015","PEDESTRIAN",23,23,1,2,16,5
"2061","WOODLAWN","2015","Vehicle/Other",581,179,2,18,81,80
"2062","WOODLAWN","2016","PEDALCYCLIST",7,6,0,2,4,0
"2063","WOODLAWN","2016","PEDESTRIAN",15,17,0,3,10,4
"2064","WOODLAWN","2016","Vehicle/Other",646,192,3,16,108,68
"2065","WOODLAWN","2017","PEDALCYCLIST",6,6,0,2,3,1
"2066","WOODLAWN","2017","PEDESTRIAN",23,25,0,6,11,8
"2067","WOODLAWN","2017","Vehicle/Other",732,224,0,32,122,70
"2068","WOODLAWN",NA,"Vehicle/Other",1,0,0,0,0,0
"2069",NA,"2009","PEDALCYCLIST",6,5,0,1,2,2
"2070",NA,"2009","PEDESTRIAN",16,18,2,6,9,3
"2071",NA,"2009","Vehicle/Other",740,200,0,18,67,115
"2072",NA,"2010","PEDALCYCLIST",10,10,0,2,6,2
"2073",NA,"2010","PEDESTRIAN",14,14,0,3,7,4
"2074",NA,"2010","Vehicle/Other",906,244,2,19,104,121
"2075",NA,"2011","PEDALCYCLIST",11,11,0,1,5,5
"2076",NA,"2011","PEDESTRIAN",16,16,0,3,5,8
"2077",NA,"2011","Vehicle/Other",725,247,0,33,112,102
"2078",NA,"2012","PEDALCYCLIST",7,8,0,1,5,2
"2079",NA,"2012","PEDESTRIAN",16,16,1,5,8,3
"2080",NA,"2012","Vehicle/Other",784,219,1,22,85,112
"2081",NA,"2013","PEDALCYCLIST",6,5,0,0,3,2
"2082",NA,"2013","PEDESTRIAN",15,15,0,5,7,3
"2083",NA,"2013","Vehicle/Other",849,253,2,33,106,114
"2084",NA,"2014","PEDALCYCLIST",18,17,0,3,10,4
"2085",NA,"2014","PEDESTRIAN",13,13,0,3,6,4
"2086",NA,"2014","Vehicle/Other",808,246,0,15,118,113
"2087",NA,"2015","PEDALCYCLIST",18,19,0,2,12,5
"2088",NA,"2015","PEDESTRIAN",21,19,1,3,11,5
"2089",NA,"2015","Vehicle/Other",1009,234,1,15,110,109
"2090",NA,"2016","PEDALCYCLIST",14,14,0,2,7,5
"2091",NA,"2016","PEDESTRIAN",23,22,0,3,10,9
"2092",NA,"2016","Vehicle/Other",1170,265,1,22,120,123
"2093",NA,"2017","PEDALCYCLIST",5,5,0,2,3,0
"2094",NA,"2017","PEDESTRIAN",22,20,2,3,12,5
"2095",NA,"2017","Vehicle/Other",743,206,1,15,97,94
